가맹번호,지역,업종,상호,소재지,위도,경도,기준일자
471,고현동,도소매,앙드레김 안경콘텍트,경상남도 거제시 고현동 113 동인빌딩,34.88486565,128.6236887,2021-09-16
474,고현동,일반음식점,에프앤에스(사랑채애),경상남도 거제시 거제중앙로 1938-3,34.89113656,128.6225765,2021-09-16
475,아주동,도소매,코코래빗 아주점,경상남도 거제시 아주2로 115，102호 외 1필지 (아주동),34.86960462,128.6789512,2021-09-16
477,장평동,일반음식점,후루룩반점,경상남도 거제시 장평3로7길 29-1 (장평동),34.88184762,128.6215655,2021-09-16
478,옥포동,도소매,삼천리자전거,경상남도 거제시 옥포2동 512-1,34.89611716,128.6916319,2021-09-16
479,장평동,도소매,삼성식육점,경상남도 거제시 장평동 368-18,34.89323895,128.6097696,2021-09-16
480,고현동,일반음식점,중앙하우스,경상남도 거제시 고현동 87-1，1층 (고현동),34.88604877,128.6267609,2021-09-16
481,장평동,일반음식점,장평농장삼계탕,경상남도 거제시 장평1로1길 23 (장평동),34.88184762,128.6215655,2021-09-16
483,옥포동,이미용,영이씨 (Young2.C),경상남도 거제시 옥포로6길 1，1층 (옥포동),34.889807,128.6947735,2021-09-16
490,옥포동,서비스,가든스튜디오,경상남도 거제시 옥포1동 535-40,34.89290979,128.6913095,2021-09-16
491,고현동,도소매,베비라,경상남도 거제시 고현동 988-7,34.89643202,128.6288203,2021-09-16
492,고현동,도소매,ONG,경상남도 거제시 고현동 98-12,34.88621634,128.6239834,2021-09-16
493,고현동,이미용,미즈사랑,경상남도 거제시 고현동 29-9,34.88913968,128.6252308,2021-09-16
496,연초면,도소매,강호카프라지바트,경상남도 거제시 연초면 연사리 325-28,34.90998125,128.6459295,2021-09-16
497,수양동,휴게음식,케익하우스세미,경상남도 거제시 수양동 1250 2차덕산베스트타운 상가,34.89701112,128.6353239,2021-09-16
498,사등면,도소매,대교탑마트,경상남도 거제시 사등면 덕호리 110-114,34.88096834,128.4774108,2021-09-16
500,사등면,도소매,사등농업협동조합,경상남도 거제시 사등면 성포리 594-1,34.91321525,128.5166778,2021-09-16
501,아주동,일반음식점,알리바바,경상남도 거제시 거제대로 3239，2층(아양동),34.86349809,128.7125977,2021-09-16
502,옥포동,도소매,LG컴퓨터 거제총판,경상남도 거제시 옥포동 511-1 국산초등학교맞은편,34.89613802,128.6927152,2021-09-16
504,고현동,일반음식점,장가네일품순두부,경상남도 거제시 거제중앙로31길 7，1층 101호 (고현동),34.89044035,128.6212255,2021-09-16
506,능포동,도소매,서울과일,경상남도 거제시 능포동 491-2,34.88261643,128.7370267,2021-09-16
508,옥포동,소매업,휠라인티모,경상남도 거제시 옥포동 207(옥포동),34.886789,128.6944417,2021-09-16
512,장평동,일반음식점,돼지삼국지,경상남도 거제시 장평동 346-92,34.89304955,128.6061905,2021-09-16
514,옥포동,일반음식점,초우정,경상남도 거제시 옥포동 194 (옥포동),34.8852122,128.6927327,2021-09-16
515,동부면,도소매,코사마트동부점,경상남도 거제시 동부면 거제남서로 3088,34.82392937,128.6070489,2021-09-16
516,고현동,도소매,에프스테이션(구 샐리),경상남도 거제시 고현동 98-41,34.88646035,128.6238649,2021-09-16
517,연초면,도소매,365편의점(진주낚시),경상남도 거제시 연초면 죽토리 1106-1,34.91409314,128.6557782,2021-09-16
518,옥포동,일반음식점,목우촌,경상남도 거제시 옥포2동 1291-3번지 축협2층,34.89705819,128.6878431,2021-09-16
520,장평동,도소매,삼천리스마트총판,경상남도 거제시 장평동 1204 등대빌라 1층 102호,34.89348982,128.6154279,2021-09-16
522,장평동,일반음식점,양지촌,경상남도 거제시 장평3로7길 47-1 (장평동),34.88184762,128.6215655,2021-09-16
525,고현동,도소매,ASK,경상남도 거제시 고현동 106-5,34.8854121,128.6243602,2021-09-16
526,고현동,도소매,육생 흑，홍삼,경상남도 거제시 고현동 987-6,34.89677297,128.6291292,2021-09-16
528,옥포동,도소매,366일낚시할인마트(은성낚시),경상남도 거제시 옥포1동 533-1,34.8938674,128.6941075,2021-09-16
531,고현동,도소매,로가디스 거제고현점,경상남도 거제시 거제중앙로1903-1,34.88795254,128.6229353,2021-09-16
533,장평동,이미용,이지헤어샾,경상남도 거제시 장평동 626-4,34.89204612,128.6049468,2021-09-16
534,고현동,도소매,나우리고현점,경상남도 거제시 거제중앙로 1904(고현동),34.88800343,128.6235593,2021-09-16
539,옥포동,도소매,블랙야크,경상남도 거제시 옥포2동 637,34.89451597,128.6957651,2021-09-16
540,고현동,도소매,지업사,경상남도 거제시 거제중앙로 1862 (고현동),34.88453309,128.6252506,2021-09-16
541,고현동,도소매,레모네이드,경상남도 거제시 고현동 33-26,34.88752471,128.6237417,2021-09-16
544,옥포동,도소매,르까프옥포동점,경상남도 거제시 옥포2동 530-18,34.89412415,128.6917683,2021-09-16
545,고현동,도소매,쌀세상,경상남도 거제시 고현동 995-5,34.89478507,128.6282935,2021-09-16
547,고현동,도소매,금강거제지점,경상남도 거제시 고현동 961-75,34.88870851,128.6231817,2021-09-16
548,아주동,도소매,사내카서비스,경상남도 거제시 아주동 1,34.88166837,128.7253131,2021-09-16
549,고현동,도소매,세계주류할인점,경상남도 거제시 고현동 155-1,34.88402913,128.6250826,2021-09-16
550,상문동,도소매,유니야채,경상남도 거제시 거제중앙로 1509-22，102동307호(문동동，대아푸른솔마을),34.85732157,128.6434825,2021-09-16
553,옥포동,도소매,금비공주,경상남도 거제시 옥포동 1293-1，옥현시 장 117호,34.89692013,128.6899318,2021-09-16
556,고현동,제조업,떡보의하루,경상남도 거제시 고현동 987-4 세일마트 내,34.89699685,128.6276757,2021-09-16
557,고현동,도소매,대한열쇠보안,경상남도 거제시 고현동 233-6,34.88262615,128.6261878,2021-09-16
559,고현동,도소매,보배그릇상회,경상남도 거제시 고현동 972-4,34.89095405,128.6212513,2021-09-16
561,고현동,도소매,베스띠벨리,경상남도 거제시 고현동 95(고현동),34.88602304,128.6247586,2021-09-16
565,고현동,도소매,태흥샷시. 앵글,경상남도 거제시 거제중앙로15길 5-1 (고현동),34.8839142,128.6246442,2021-09-16
566,고현동,일반음식점,도미노피자,경상남도 거제시 고현동 208-2,34.88359311,128.6257248,2021-09-16
567,고현동,도소매,퀸즈리테일주식회사(푸드마켓퀸즈거제점),경상남도 거제시 고현동 138-44，1층 (양정동),34.88310741,128.6237629,2021-09-16
568,옥포동,도소매,동광개발㈜,경상남도 거제시 옥포1동 192,34.8856211,128.6937426,2021-09-16
569,옥포동,도소매,대우할인마트,경상남도 거제시 옥포2동 1293-1,34.89692013,128.6899318,2021-09-16
573,아주동,도소매,㈜빅세일마트아주점,경상남도 거제시 아주로 69，비1층(아주동),34.86440081,128.6873737,2021-09-16
574,옥포동,도소매,아름다운리빙,경상남도 거제시 옥포동 502-10,34.89605613,128.6880973,2021-09-16
575,고현동,도소매,거제정보통신,경상남도 거제시 고현동 978-8,34.89013086,128.6235645,2021-09-16
576,옥포동,도소매,영진사,경상남도 거제시 옥포동 544-5 현대상가,34.89129395,128.6917008,2021-09-16
583,상문동,일반음식점,착한고기(거제점),경상남도 거제시 계룡로 31(상동동),34.87419518,128.6283661,2021-09-16
585,아주동,일반음식점,유자집,경상남도 거제시 아주1로 5，1층 (아주동),34.86806601,128.6912105,2021-09-16
589,상문동,휴게음식,파리바게뜨 거제상동점,경상남도 거제시 상동동 28-6,34.86523386,128.6405694,2021-09-16
591,장평동,일반음식점,목포큰손,경상남도 거제시 장평동 346-116,34.89352616,128.6064238,2021-09-16
592,사등면,도소매,빅할인마트,경상남도 거제시 사등면 거제남서로 5322,34.88120233,128.4775106,2021-09-16
595,동부면,일반음식점,다정횟집,경상남도 거제시 동부면 학동리 281-1,34.77592623,128.6419745,2021-09-16
596,고현동,도소매,글라스박스거제고현점,경상남도 거제시 고현동 123,34.88445432,128.6247905,2021-09-16
597,고현동,일반음식점,굽네치킨,경상남도 거제시 고현동 1036-7 ,34.87672188,128.6261211,2021-09-16
599,고현동,제조업,싱크테크,경상남도 거제시 고현동 729,34.88068062,128.6223662,2021-09-16
600,수양동,휴게음식,온나디저트카페,경상남도 거제시 수양로 504，1층 (양정동),34.89150627,128.6364521,2021-09-16
601,일운면,일반음식점,구조라타운,경상남도 거제시 일운면 구조라리 443,34.80760366,128.6929229,2021-09-16
603,고현동,일반음식점,거원상사,경상남도 거제시 고현동 81-53,34.88542155,128.6260231,2021-09-16
607,거제면,일반음식점,최고맛족 거제면점,경상남도 거제시 거제면 읍내로 25,34.84903423,128.5927118,2021-09-16
614,장평동,이미용,원더우먼뷰티,경상남도 거제시 장평동 37，2층 221호 (장평동，장평동종합상가),34.89170216,128.6106225,2021-09-16
616,옥포동,도소매,한마음약국,경상남도 거제시 옥포동 221，1층 (옥포동，동흥빌딩),34.88666979,128.6916401,2021-09-16
619,옥포동,도소매,이브자리,경상남도 거제시 옥포2동 534-1,34.91148703,128.7041707,2021-09-16
620,고현동,도소매,우리들편의점,경상남도 거제시 고현동 93(고현동),34.88620141,128.625132,2021-09-16
622,고현동,도소매,신세계약국,경상남도 거제시 고현동 961-92 한일빌딩 1층,34.88842828,128.6233328,2021-09-16
625,옥포동,도소매,스위트숲(sweet soup),경상남도 거제시 옥포1동 545-13,34.89175629,128.6912451,2021-09-16
627,능포동,도소매,스타워즈비디오,경상남도 거제시 능포동 677-2,34.87500285,128.7319379,2021-09-16
628,장평동,일반음식점,진뼈감자탕,경상남도 거제시 장평2로2길 24 (장평동),34.88184762,128.6215655,2021-09-16
629,옥포동,도소매,송월타올아트샵,경상남도 거제시 옥포동 525-16,34.89427089,128.6897454,2021-09-16
632,고현동,도소매,소이아동복,경상남도 거제시 고현동 106-1,34.88558562,128.6239239,2021-09-16
633,고현동,서비스,진영세탁소,경상남도 거제시 중곡로1길 22-5 (고현동),34.89372183,128.6281978,2021-09-16
646,고현동,일반음식점,동해대게횟집,경상남도 거제시 고현동 999-10,34.89415389,128.6283215,2021-09-16
647,장평동,일반음식점,육천(6000)냥 밥상,경상남도 거제시 장평로3길 12 (장평동),34.89020286,128.6147579,2021-09-16
648,고현동,보건업,자경한의원,경상남도 거제시 고현동 961-24번지,34.88881188,128.622362,2021-09-16
649,능포동,도소매,대우안경원,경상남도 거제시 능포동 680-5,34.87495133,128.7315108,2021-09-16
650,옥포동,도소매,더페이스샵,경상남도 거제시 옥포1동 536-42 1층,34.89295686,128.6909598,2021-09-16
653,고현동,도소매,아모레(퍼시픽),경상남도 거제시 고현동 159-2,34.88301198,128.6247905,2021-09-16
654,옥포동,도소매,가르뎅,경상남도 거제시 옥포동 548-10,34.89049094,128.6918253,2021-09-16
656,아주동,도소매,거제상사,경상남도 거제시 아주동 1659-1,34.87586239,128.6898539,2021-09-16
661,옥포동,도소매,아리랑광고디자인,경상남도 거제시 옥포2동 505-2,34.89635209,128.6915354,2021-09-16
664,사등면,일반음식점,코리안덕(거제점),경상남도 거제시 사등면 사곡2길 12,34.89982768,128.5614445,2021-09-16
665,수양동,도소매,쉐르빌마트,경상남도 거제시 수양동 933-1 삼성쉐르빌 상가 101호,34.89082215,128.6362608,2021-09-16
672,고현동,도소매,디스커버리거제점,경상남도 거제시 거제중앙로 1903,34.8878797,128.623077,2021-09-16
673,사등면,이미용,영미용실,경상남도 거제시 사등면 견내량1길 7,34.8837308,128.4786958,2021-09-16
675,고현동,일반음식점,대한,경상남도 거제시 고현동 930-19,34.88704317,128.6262214,2021-09-16
680,고현동,보건업,동의보감한의원,경상남도 거제시 고현동 82-52번지 2층,34.88552708,128.6247877,2021-09-16
683,아주동,일반음식점,사계절장어구이,경상남도 거제시 아주동 461-4,34.86670465,128.6928178,2021-09-16
684,옥포동,도소매,바디팝,경상남도 거제시 옥포2동 524-14,34.89495277,128.6918956,2021-09-16
687,옥포동,도소매,모든침장,경상남도 거제시 옥포1동 537-24,34.89270136,128.6883319,2021-09-16
688,고현동,도소매,비비안전문점,경상남도 거제시 고현동 98-40,34.88651466,128.6238215,2021-09-16
691,옥포동,도소매,미진썬마트,경상남도 거제시 옥포1동 556-11 타워펠리스상가 102호,34.88716584,128.6931758,2021-09-16
694,고현동,도소매,무냐무냐,경상남도 거제시 고현동 41-8 중앙빌딩 b-102,34.88799374,128.6254409,2021-09-16
697,아주동,이미용,풋데이,경상남도 거제시 아주1로2길 38，2층 (아주동),34.86695664,128.6881387,2021-09-16
698,동부면,주유소,동남주유소,경상남도 거제시 동부면 산양리 935-1,34.82258354,128.6057709,2021-09-16
699,수양동,주유소,O.K석유,경상남도 거제시 수양동 161-11,34.86988139,128.6514886,2021-09-16
700,고현동,도소매,마당발,경상남도 거제시 고현동 961-26,34.88896451,128.6224835,2021-09-16
703,사등면,도소매,승리호식품,경상남도 거제시 사등면 창호리 650-2,34.95811954,128.5245374,2021-09-16
709,능포동,도소매,쌀맛나는세상,경상남도 거제시 능포동 680-7 능포새시 장 3-126,34.8753996,128.7319195,2021-09-16
710,고현동,일반음식점,제일참숯장어구이,경상남도 거제시 고현로10길 7，1층 (고현동),34.88666221,128.6249276,2021-09-16
715,고현동,도소매,거성한우마을 돼랑이 우랑이,경상남도 거제시 고현동 103-1번지 1층 2호,34.88547029,128.623562,2021-09-16
716,아주동,휴게음식,피엠푸드 아주점,경상남도 거제시 아주1로2길 77 (아주동),34.86757643,128.683747,2021-09-16
